imdb_url,title,year,runtime,genre,rating,votes,plot
https://www.imdb.com/title/tt5364878/,The Man from Kathmandu Vol. 1,2019,,"Action, Drama",7.5,20,"More than 20000 foreign fighters have joined ISIS, this story is different.."
https://www.imdb.com/title/tt2296799/,Highway to Dhampus,2014,100 min,"Drama, Romance",8,158,"When Laxmi, headmistress of a small orphanage in Nepal, is visited by a rich socialite attempting to fix her image through charitable acts, a chain of events is set in motion that affects everyone involved. Ajit, the western-savvy bush pilot, Colt, the American photojournalist and chaperone, and even Elizabeth, the spoiled British heiress, all discover their own reasons to ultimately change for the better."
https://www.imdb.com/title/tt7528086/,Kri,2018,138 min,"Action, Drama",6.5,112,A man fights for his love.
https://www.imdb.com/title/tt8439948/,Bobby,2018,130 min,Drama,8.6,24,"'Bobby' is a complete romantic Nepali family drama based on a real incident and revolves around a deeply-in-love couple and shows their love relationship, struggle and achievement. What's interesting about this project is that the movie will feature the same couple in lead on whom the film is being made. This is the first time in Nepali film industry's history that the real life characters are being shown as reel life couple, too."
https://www.imdb.com/title/tt9382076/,Summer Love,2019,,Romance,,,Add a Plot
https://www.imdb.com/title/tt10171548/,Yarne,,19 min,"Short, Drama",,,"Best-friend child monks living in a Buddhist monastery begin receiving small donations for performing prayers, only to find their friendship tested over how to spend it."
https://www.imdb.com/title/tt6944552/,Dui Rupaiyan,2017,138 min,"Action, Drama",7.5,137,"One day, while conducting such smuggling, they lose the transaction slip - a Rs. 2 note. The film ""Dui Rupaiyan"" entails their quest to find that Rs. 2 and save their necks, all the while saving themselves from local thugs, police, and their boss too."
https://www.imdb.com/title/tt8761830/,Facebook,2012,,Drama,,,Add a Plot
https://www.imdb.com/title/tt6566022/,Balidaan,1997,,Drama,9.1,31,Story of people's democratic fight against the Panchayat System that prevailed in Nepal.
https://www.imdb.com/title/tt6249904/,Jatra,2016,150 min,"Action, Comedy, Drama",8.2,159,"An innocent, poor and hardworking man Phadindra Timsina (Bipin Karki) finds a sack full of 3 Crores Nepalese rupees stolen from a bank. He then consults with his 2 friends Jayas (Rabindra Singh Baniya) and Munna (Rabindra Jha) to make that money white."
https://www.imdb.com/title/tt10623658/,Xira,2019,129 min,"Action, Crime",7.4,5,Xira is a story about a woman who chose an unconventional path for vengeance. It shows the journey of a mixed-martial arts (MMA) athlete in search of justice for those she loved and lost.
https://www.imdb.com/title/tt6569172/,Woda Number 6,2015,130 min,Comedy,5.5,16,It revolves around the village of Nuwakot and five friend's story that gets connected with the Maoist revolution.
https://www.imdb.com/title/tt8324464/,Kanchhi,2018,,Romance,,,Add a Plot
https://www.imdb.com/title/tt7305634/,Mr. Jholay,2018,,"Drama, Romance",7.7,38,A unknower (Dayahang Rai) acounters a lot of unknown stuff to him than he starts visit them with his friends while in the journey he starts to began a relationship.
https://www.imdb.com/title/tt8674396/,Kaira,2018,,Romance,,,Add a Plot
https://www.imdb.com/title/tt6759476/,Ghampani,2017,,"Drama, Romance",7.8,46,"Tara and Furba from different caste start to fall in love, to succeed their marriage they have to run away from their family."
https://www.imdb.com/title/tt8475990/,A Mero Hajur 3,2019,125 min,"Drama, Romance",6.3,26,An romantic relationship between a celebrity and his fan.
https://www.imdb.com/title/tt7301950/,Romeo & Muna,2018,138 min,"Drama, Romance",7.5,8,"They meet, they collide, they accept, they forgive. But will they be together, unlike in epic love stories ""Romeo and Juliet"" or ""Muna Madan""?"
https://www.imdb.com/title/tt8782260/,Kismat,2007,,Drama,,,Add a Plot
https://www.imdb.com/title/tt9247166/,The Break Up,2019,,"Comedy, Drama, Romance",6.8,5,Love story between Aaviskhar and Sara and how their friends-with-benefits relationship ends up in them falling in love with each other.
https://www.imdb.com/title/tt7869010/,Sherbahadur,2018,138 min,"Drama, Thriller",,,"Three people rob the houses of rich people when the owners are out of town. They then find out about Sherbahadur , a rich ex-army man and plan to rob his house."
https://www.imdb.com/title/tt7471552/,Hami Tin Bhai,2004,138 min,"Action, Comedy",7.4,17,"The movie opens with an orphan boy called Hari, who earns his living by stealing shoes in temples and reselling them and begging. He meets two orphan boys, Ram and Laxman he adopts them as his brothers as he feels sorry for them. To ensure that Ram and Laxman receive a good education, he leaves his life of crime and works honestly."
https://www.imdb.com/title/tt2179133/,Loot,2012,138 min,"Crime, Drama, Thriller",8.1,746,A man with a 'master plan' to rob a bank searches and leads four frustrated men in their quest for quick money.
https://www.imdb.com/title/tt8374226/,Muglan,2005,,Drama,9,6,Add a Plot
https://www.imdb.com/title/tt7085078/,Prem Geet 2,2017,138 min,"Drama, Romance",7.7,107,"Prem Geet 2, a sequel to 2016's Prem Geet, is a musical and tells the story of Prem and Geet, its two protagonists, and their journey from Burma to Martha, a rural village in Mugu, Nepal."
https://www.imdb.com/title/tt8243058/,Timi Sanga,2018,,Romance,7.3,7,Three strangers faces loves and conflicts in a joyful trek to Ghandruk.
https://www.imdb.com/title/tt10036886/,The Last Honey Hunter,2018,36 min,"Documentary, Short",,,Kulung people practice an ancient animistic tradition that is under the threat of modernism: climbing rope ladders up sheer cliffs and the harvesting of a kind of toxic honey by the world's largest honeybee.
https://www.imdb.com/title/tt7625030/,Aishwarya,2017,138 min,"Drama, Romance",7,6,"Sameer and Raghav are two rival businessman based in Kathmandu who can go any length to one up each other. But when Deepika , an aspiring fashion model, enters the picture, Sameer and Raghav's rivalry takes a bitter turn and their professional hatred becomes a personal vendetta."
https://www.imdb.com/title/tt8768852/,Notebook,2013,,Romance,,,Add a Plot
https://www.imdb.com/title/tt7214472/,Hemant Rana: Saili,2017,4 min,"Short, Music",8.5,22,Saili perfectly captures the sad truth about life compulsion for earning a living by going to work in foreign land. This song entails the story of a husband who goes abroad for employment by sacrificing the time with loved ones and motherland.
https://www.imdb.com/title/tt7051562/,Maitighar,1966,134 min,"Drama, Musical",8.8,19,A girl who was born in Pokhara was sent to jail for 11 years but she didn't want to go out of the jail than police officer calls a deceive doctor than she tells her story about her self.
https://www.imdb.com/title/tt8922840/,Ashmina,2018,15 min,"Short, Drama",8.8,31,"Nestled between a beautiful lake and the Himalayas, Ashmina, 13, lives with her family at the outskirts of Pokhara, Nepal, paragliding capital of the world."
https://www.imdb.com/title/tt8103440/,Herne Katha,2018,,"Documentary, Short",9.5,56,Series of Short Documentaries about the people in Nepal. Untold stories of ordinary people.
https://www.imdb.com/title/tt6577706/,Harke Haldar,2011,30 min,Comedy,7.9,10,"A weekly comedy serial from one of the rural village of Nepal, where the story revolves around the main character ex. Hawaldar (Harke ) along with his troublesome neighbors."
https://www.imdb.com/title/tt8905928/,Changa Chet,2018,,Romance,7.1,7,Add a Plot
https://www.imdb.com/title/tt3451716/,Ritu Nepali Feature Film,2014,129 min,"Drama, Romance",6.7,21,"It is a story of youths and their struggle against the time, seasons, hearts and feelings that are trying their best to not remain the same."
https://www.imdb.com/title/tt0316930/,Yug Dekhi Yug Samma,1991,,,8,24,Add a Plot
https://www.imdb.com/title/tt7228790/,Deuta,1993,149 min,Drama,8.4,14,"Srijana (Srijana Basnet), an amateur painter with her father (Tulsi ghimire). She hesitates to marry the only son of her father's business partner. Instead she want to learn some more painting and go to visit her paternal aunt in a remote village, where she meets Sonam (Shrawan Ghimire) and Shankar (Rajesh Hamal). A love triangle starts among the three and flows through the course of time."
https://www.imdb.com/title/tt0303719/,Basanti,2000,164 min,"History, Musical, Romance",7.9,74,"Basanti is a historical love story based on the novel by Diamond Shamsher.It depicts the story of a girl along with the accounts of the historical events during the time of Junga Bahadur Rana, the first Rana Prime Minister of Nepal."
https://www.imdb.com/title/tt6329870/,Loot 2,2017,130 min,"Action, Crime, Drama",6.1,153,"The 4 gang members, who were framed in the bank robbery, now escape from the prison. While they look for revenge with Haku Kale, Haku has his own plan of robbing next bank."
https://www.imdb.com/title/tt3342558/,Talakjung vs Tulke,2014,133 min,"Action, Drama",8.2,465,"Tulké is a day-laborer in a Nepalese mountain village. He struggles to reclaim his lost aristocratic identity, while a violent revolution disrupts every aspect of village life."
https://www.imdb.com/title/tt8706358/,Homework,2016,,"Drama, Family",,,Add a Plot
https://www.imdb.com/title/tt9333076/,Gopi,2019,121 min,Drama,7,9,An excellent portrayal of a struggle of a common man to do something in our discouraging system and society. Fantastic acting from the cast and well written dialogues
https://www.imdb.com/title/tt3103326/,Manakamana,2013,118 min,Documentary,6.6,650,A documentary about a group of pilgrims who travel to Nepal to worship at the legendary Manakamana temple.
https://www.imdb.com/title/tt2007972/,Kusume Rumal,1985,,"Drama, Musical, Romance",6.9,111,"A girl falls in love with her classmate. While everything seems right, a worker starts dreaming of marrying her and another classmate tries the same by force."
https://www.imdb.com/title/tt7230362/,Naakaa,2017,138 min,"Crime, Drama",8,9,"A Tibetan girl Sonam (Thinley Lhamo), who wants to escape to the Dharmashala, India through Nepal to meet her family."
https://www.imdb.com/title/tt1245751/,Allare,1998,,,,,Add a Plot
https://www.imdb.com/title/tt8290858/,Andaj,2011,,Romance,,,Add a Plot
https://www.imdb.com/title/tt6501192/,Hostel,2013,135 min,Drama,6.4,28,"The film is about the struggling life of teenagers in hostel. It features love, betrayal, friendship,emotions, family ties and so on."
https://www.imdb.com/title/tt7889902/,Ramkahani,2018,144 min,"Comedy, Horror, Romance",6.2,13,An adult returns from Qatar to Nepal in maintaining his love life.
https://www.imdb.com/title/tt1729652/,Kagbeni,2008,130 min,"Drama, Horror",7.3,426,"Old friends Krishna and Ramesh meet after ages and on their way to home, an old hermit gives them ""a monkey's paw"" that has the power to grant wishes. And, from then onward, the paw changes everyone's life."
https://www.imdb.com/title/tt9878856/,Yatra: A Musical Vlog,2019,,"Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt0301907/,Super Star,2001,,"Action, Musical, Romance",7.2,18,Add a Plot
https://www.imdb.com/title/tt8886552/,Rose,2018,91 min,"Crime, Romance",,,"Rose is a suspense thriller movie, which revolves around the characters Avi Jung Thapa: A Pilot, Rose Rana: Miss Nepal and Snehaa: A Lawyer. After years of relationship with Rose, Avi suddenly kills her one day. Everyone including Sneha is shocked to hear the news. As the case approaches the Supreme Court, the story unfolds and the case gets more complicated than it looks."
https://www.imdb.com/title/tt8467346/,Rahasya,2018,,"Short, Drama",,,Add a Plot
https://www.imdb.com/title/tt7024770/,Meri Bassai,2006,30 min,"Drama, Mystery",8.7,12,In a village high above Nepal's hill where daily comedic things happen.
https://www.imdb.com/title/tt2147361/,Kathmandu,2011,,Family,6.7,18,"Kathmandu, the capital city of Nepal is somewhat becoming fragile in terms of sociological and cultural facets. The city is deteriorating. The norms and values of family life is waning. Generation gap has accompanied various disastrous problems. The movie ""Kathmandu"" sheds light into the critical problems of family life in Kathmandu which could result to a fatal end. The deviation of youths is another grave scenario in Kathmandu. They are blown to carefree life where they fatally engross in multiple cases of drugs addiction, pre-marital sex, criminal attitudes and awful defiance of caretaker or guardian. They are just bewildered by the indifference of all."
https://www.imdb.com/title/tt9812236/,Love Station,2019,,"Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt10435560/,Dasdhunga Chapter 2,2020,,History,,,Dasdhunga chapter 2 is Nepali Movie based on real events of the mysterious death of Leader of CPN-UML Madan Bhandari . Dasdhunga chapter 2 reopen the case with some shocking twists and political conspiracies.
https://www.imdb.com/title/tt8259022/,Nepali Babu,1999,,Drama,7.1,13,A daughter of a rich father falls in love with a tempo driver when she visits Nepal from London.
https://www.imdb.com/title/tt7810160/,Kagaz Patra,2019,,"Comedy, Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt7025304/,Samjhana,1983,106 min,Drama,6.8,10,Add a Plot
https://www.imdb.com/title/tt8674090/,Meri Mamu,2018,,Drama,,,Add a Plot
https://www.imdb.com/title/tt2007994/,Sano Sansar,2008,144 min,"Comedy, Romance",7.1,253,Ravi and Reetu are good chat friends but they have got no idea that they hate each other in the real life situation.
https://www.imdb.com/title/tt2210657/,Highway,2012,80 min,Drama,6.5,194,"A passenger filled highway coach traveling from Eastern Nepal to Kathmandu hits one delay after another, the first of those delays due to a bandh. After a lengthy stop, they are able to bypass the bandh as they masquerade as a wedding party, as bandhs unofficially allow wedding vehicles through their protests. The passengers are able fortuitously to come up with this masquerade as the one acting as the bride is indeed going to Kathmandu to get engaged. The stories of those on board, some whose the delay help, some whose it hurts, are told. The ""bride"", medical student Pooja, is torn between marrying her intended fiancé Abiral, just returned from the United States and who she's known since they were children, and her lover Ronit. The ""groom"", Pratiek, whose parents do not approve of his homosexual orientation, has a new boyfriend Vishal, who is facing a personal crisis with his transgendered roommate, Deena. The ""wedding planner"", Manoj, who is in the military, is rushing to see his housemaid wife Radhika before the effects of a fertility concoction he just took wears off, he unaware of things that are happening with her in relation to having a baby. The driver's party girl girlfriend, Kavita, is facing an issue between seeing that her ill daughter gets medical attention and having no money to pay for the services. Their collective lives get even more intertwined beyond their direct interactions on the bus with one specific incident that happens at their destination."
https://www.imdb.com/title/tt7889930/,Mr. Virgin,2018,,Romance,,,Add a Plot
https://www.imdb.com/title/tt0268446/,Mukundo,2000,105 min,Drama,8.1,25,A couple seek guidance from a Nepalese spiritual healer after the death of their baby boy.
https://www.imdb.com/title/tt7819598/,Rajja Rani,2018,138 min,Romance,7.5,22,"Rajja Rani is a story inspired by true incidents in Terai region of Nepal, where Raja struggles for his love with Rani and the obstacles due to social and cultural values."
https://www.imdb.com/title/tt7969202/,Sushree Sampatti,2018,,Romance,,,Add a Plot
https://www.imdb.com/title/tt2361994/,Videos,2012,7 min,"Documentary, Short, Drama",9.2,6,This film 'AFFECTS' is about the effects for children by domestic violence. A preceptor whose job is to provide education for children and to show good way of future for children. That teacher do domestic violence while he is drunk or not . 'AFFECTS' shows about the impact by domestic violence on teacher's son.
https://www.imdb.com/title/tt0314385/,Mitini,2002,,Drama,7.7,7,Best friends' journey from childhood to marriage.
https://www.imdb.com/title/tt3552320/,Dying Candle,2016,126 min,"Drama, Family",8.8,24,"A sister fights all odds to take care of her young brother, until things fall apart, and she is left with no option, but sell her dignity to save him."
https://www.imdb.com/title/tt8205082/,Hari,2018,,Drama,8.2,25,"Movie follows a thirty year old overly religious and superstitious man-child named Hari, He had led his life whole following the rules that were set by his ancestors and his strict mother."
https://www.imdb.com/title/tt8282940/,Lobhi Papi,1990,,Comedy,,,A moralistic tale of two greedy men who forsake their liberty to hold on to wealth earned through undue means.
https://www.imdb.com/title/tt10533360/,Halkara,2020,105 min,Drama,,,"An unemployed village drunk is given a responsibility to deliver mails to remote villages of Nepal. However, In his journey he discovers his self-identity and purpose while dealing with unexpected turns of events."
https://www.imdb.com/title/tt8677400/,Nai Nabhannu La 4,2016,120 min,Romance,,,Add a Plot
https://www.imdb.com/title/tt7991418/,Gaja Baja,2018,138 min,"Comedy, Drama",8.4,34,Two jobless and carefree friends have a wacky adventure in their youths whist doing illegal stuff in Kathmandu.
https://www.imdb.com/title/tt8673620/,Katha Kathmandu,2018,,"Drama, Romance",6.5,8,Add a Plot
https://www.imdb.com/title/tt6501286/,Hostel Returns,2015,122 min,Drama,6.6,21,In a engineering college two best friends Rameshwor and Pratap start to fall in love with one girl but she choose to fake her love with Rameshwor to pass her engineering college exams.
https://www.imdb.com/title/tt6044656/,Seto Bagh,2015,,"Drama, History",6.2,8,Set during the last days of Jung Bahadur Rana following his death and then the start of conspiracies within the Rana family with the motive of accessing the power to rule.
https://www.imdb.com/title/tt6710486/,Manjari,2013,153 min,"Drama, Romance",7.7,10,A girl from rich family falls in love with a guy who works in garage.
https://www.imdb.com/title/tt2055577/,Acharya,2011,147 min,"Biography, Drama, Music",8.6,52,"A journey of a singer (Bhakta Raj Acharya) who grew up in an extreme poverty without father. his chances of achieving his dream of becoming a singer was slim to none, under the circumstances he was in. But, he over came all the obstacles and became one of the greatest singers of Nepal, just find his destiny waiting for him with a different plan. Because of fast spreading tumor in his tongue, he had to choose between his tongue and his life. Bhakta's tragic musical journey is picked up by his two sons from the point where he left off. He still lives in Kathmandu with his wife, sons, daughter in law and grand child."
https://www.imdb.com/title/tt8561248/,Prasad,2018,,"Drama, Romance",8.5,33,Newly married couple face a lot of challenges when they find out they can't conceive.
https://www.imdb.com/title/tt6544872/,Ma Yesto Geet Gaauchu,2017,,"Musical, Romance",6.9,45,"A runaway girl falls in love with a thief. But when she loses her memory in an accident, the story restarts."
https://www.imdb.com/title/tt8446798/,K Ma Timro Sathi Banna Sakchhu,2012,142 min,Romance,,,"Troublemaker Ankit (Aryan Sigdel) tries to win the heart of his dream girl, Ichhya (Dipti Giri). But, problems arise as Ankit is put on a test where he must choose between his best friend, family and love."
https://www.imdb.com/title/tt0315394/,Chino,1991,138 min,"Drama, Romance",7.9,69,After releasing from prison a criminal (Sunil Thapa) looks for revenge on a women who he had a crush on but than he hears the news about she been married for 10 years and had two children than he does everything to kill her family.
https://www.imdb.com/title/tt8677388/,Nai Nabhannu La 3,2015,134 min,Romance,,,Add a Plot
https://www.imdb.com/title/tt1999819/,Aama,1964,,"Action, Drama",9,27,"After the dead of his birth mother, the person who joined foreign army for money stays behind in his country to serve his motherland."
https://www.imdb.com/title/tt6722122/,Kanyadaan,1991,,Drama,8.4,7,A doctor who came to a village falls in love with a widow.
https://www.imdb.com/title/tt4620528/,Jerryy,2014,116 min,Romance,5.7,54,"The two youths, Xavier Rana and Akanchha fell in love in Mustang while going for a trip from Pokhara. Rana was a playboy until he meets Akanchha."
https://www.imdb.com/title/tt0277967/,Prem Pinda,1995,,"History, Romance",8.2,41,Prem Pinda is a historical love story based on a real life of General Aidwin during Rana regime.
https://www.imdb.com/title/tt7229056/,Bhairav,2015,138 min,Drama,3.3,19,Add a Plot
https://www.imdb.com/title/tt7423858/,Sunkesari,2018,138 min,"Drama, Horror",4.9,39,"Sunkesari tells the story of an Australian palace constructed around 1880 AD and how it is converted into a boutique hotel, and the strange tale of the supernatural beings that live among the hotel's corridors."
https://www.imdb.com/title/tt0392779/,Siudo Ko Sindoor,2001,,,7.6,7,Add a Plot
https://www.imdb.com/title/tt5252250/,Taandro,2015,112 min,"Action, Drama",9.1,26,"A member of ultra-leftist underground group is forced to hide in a village after being seriously injured in the ambush by the government forces. With life hanging by a thread and the villagers blaming him for the death of one of their own, he is left alone to deal with disturbing thoughts and visions."
https://www.imdb.com/title/tt7683198/,Karkhana,2016,120 min,Drama,6.6,7,"KARKHANA is a romantic drama with a strong social message. Although the main plot has been kept unrevealed to keep the suspense and maintain the surprise element but overall it is a story about a women's wrong choice in life and the difficulties she faces to come to terms with and to overcome these challenges. The film is able to bring forward a social issue, challenging the stereotypes on women hood and its boundaries. In a nutshell it is a complete family entertainment package with romance, hatred, friendship, humor and action with an underlining social message."
https://www.imdb.com/title/tt6580708/,Dhanapati,2017,,"Comedy, Drama",8.2,65,"Dhanapati,a poor man suffering from high poverty is pulled towards politics after not able pay for his daughter school to earn lot of money he goes into politics to earn money."
https://www.imdb.com/title/tt6280470/,The Butterfly Effects,,20 min,Drama,,,A young artists comes to terms with the loss of his mother in an accident that he caused.
https://www.imdb.com/title/tt8324172/,Kohinoor,2014,138 min,Drama,,,Add a Plot
https://www.imdb.com/title/tt8212526/,Sindoor,1980,,Drama,,,Add a Plot
https://www.imdb.com/title/tt2368945/,I Am Sorry,2012,,Romance,5.3,15,"Gaurav and Shruti love each other unconditionally, but both share some secret about their past."
https://www.imdb.com/title/tt7234258/,Himalaya Roadies,2017,,Adventure,8.8,21,"Himalaya Roadies is a Nepalese reality show completion show this is part of the MTV Roadies series and owned by MTV.The Judges for Himalaya Roadies are Laure, Raymond Das Shrestha and Deeya Maskey."
https://www.imdb.com/title/tt8682178/,Na Yeta Na Uta,2019,,Comedy,,,Add a Plot
https://www.imdb.com/title/tt8677428/,Nai Nabhannu La,2010,,Romance,7.4,5,Add a Plot
https://www.imdb.com/title/tt10959596/,Bato Ma,2019,10 min,Short,,,Last meeting between Prarthana and Abhiyan before she gets married.
https://www.imdb.com/title/tt8275366/,America Boys,2018,,"Comedy, Drama",8.2,13,"Three losers, who try to make their way to richness by lying to their parents. But as destiny would have it an exchange of suitcase at the airport is about to change their destiny for better or worse."
https://www.imdb.com/title/tt8675172/,Ujeli: A Child Bride in Nepal,1992,58 min,Drama,,,"The tragic drama of a 10-year-old Nepalese girl forced into early marriage and child-bearing, despite medical warnings."
https://www.imdb.com/title/tt9871454/,Samhalinchha Kahile Mann,,,"Action, Drama, Romance",,,Add a Plot
https://www.imdb.com/title/tt8581484/,Pandit Bajeko Lauri,2018,,Drama,,,Add a Plot
https://www.imdb.com/title/tt3856476/,Sunakali,2017,59 min,"Documentary, Family, Musical",9.3,19,"This is the story of the rise of a women's football team in Mugu, Nepal. The story revolves around Sunakali. Despite her hardships, the girl has an amazing passion for football. Sunakali and her friends gather at a steep ground in the pretext of collecting fodder. Their future took new turn when they got opportunity to represent their school in district level football tournament. Thus Team Mugu is formed. Though Team Mugu is defeated in its first competitive outing, they go on to lift the national tournament held in the plains areas. The entire district turns out to welcome the girls when they return home with the trophy. Through football, the girls managed to change society's perception toward women which would have, otherwise, taken years."
https://www.imdb.com/title/tt6577538/,Bijuli Machine,2016,104 min,"Comedy, Drama, Sci-Fi",8.5,38,A story of two responsible minds and their quest for an alternative source of energy in a country plunged into darkness and turmoil.
https://www.imdb.com/title/tt10923060/,Bare Trees in the Mist,2019,15 min,"Short, Drama",,,"A young woman struggles to provide for her son while waiting to receive money from her husband. When she hears that a neighbor's husband has returned from abroad with gifts, she undertakes the long, humbling journey to visit them."
https://www.imdb.com/title/tt1161732/,Darpan Chhaya,2001,90 min,"Drama, Musical",7,157,Two friends involve with same girl which eventually deteriorate their friendship.
https://www.imdb.com/title/tt7984848/,Ta Ta Sarai Bigris Ni Badri,2000,,"Comedy, Drama",7.5,6,"Badri has two wives, the first one takes revenge on him for cheating on her."
https://www.imdb.com/title/tt5005996/,Kamaro,2015,24 min,"Short, Drama",,,Add a Plot
https://www.imdb.com/title/tt4208620/,Kafal pakyo,2014,17 min,"Short, Drama",9.1,21,"Sushma Devi mother of two sons, whose husband is abroad, directs her sons to take their cow for fertilization."
https://www.imdb.com/title/tt8254312/,Mangalam,2018,,Drama,,,Add a Plot
https://www.imdb.com/title/tt6759286/,Seemana,1996,,"Action, Drama",,,A man quest's to remove villager's debt.
https://www.imdb.com/title/tt7935792/,Blind Rocks,2018,138 min,"Biography, Romance",,,Shristi was studying in grade 8 when she lost her sight due to carelessness hospital and doctor. After the incident she and her family became hopeless but she didn't give up.
